text,gender
"Bonne question cher @PierreArcand Est-ce la position libérale qu’il faut accorder davantage de droits aux convictions religieuses qu’aux convictions politiques, sociales ou écologiques? Si oui, pourquoi? #polqc",homme
Le premier ministre banalise le projet de loi sur la laïcité en faisant un parallèle entre un signe religieux et un t-shirt avec le logo d'un parti politique. Est-ce ça élever le débat??\n\n…,homme
"Quoiqu'on pense du programme de l'UPR, le mépris affiché par #ThomasSotto et #AlexandraBensaïd pour François Asselineau (appelé ""Monsieur Frexit"" par l'animatrice) est insupportable. #LEmissionPolitique #maredevance",homme
#LEmissionPolitique Il faut choisir entre l’aide à l’Afrique et la construction européenne ! On donne infiniment plus aux pays de l’Est de l’UE avec le budget européen au lieu d’aider l’Afrique et les pays de la Francophonie ! #EnsemblePourLeFrexit #UPR #Frexit #Migrants,homme
"Lever de soleil océanique, un peu avant les Açores. Le moment où la fatigue se calme, pour mieux revenir plus tard. #pilot #pilote #pilotview #pilotlife #boeinglovers #boeing787 #dreamliner #sky #instacloud #sunrise pic.twitter.com/vd5D19Rdc9",homme
#LEmissionPolitique \nJ'ai croisé #Asselineau dans les loges.\n\nIl a l'air très très chaud.\n\n#Frexit nous tout ca Francois. \n\n#UPR dans l'rétroviseur,homme
À la réunion participative à #Castries avec @leneouannic et @SergioCoronado  #FranceInsoumise #MaintenantLePeuple,homme
Vaut mieux être bien accompagné que seul! Demain au Colisée de Roubaix avec l'Harmonie de Lille-Fives.,homme
"Une nouvelle aventure professionnelle débute au sein de la Société française de santé publique (@SFSPasso), dont je deviens Délégué général. Merci au Conseil d'administration pour sa confiance. Les défis et chantiers sont nombreux !  Ces tweets continuent de n'engager que moi.",homme
"Le Conseil d'Etat a annulé l'injonction faite à France 2 d'inviter Benoìt Hamon, Florian Philippot et François Asselineau pour leur débat de ce soir en vue des élections #Europeennes2019. Quelles que soient nos idées, c'est une entrave à la démocratie !",homme
"Européennes: Les invitations forcées de Benoît Hamon, François Asselineau et Florian Philippot au débat de France 2 annulées par le Conseil d'Etat #benoithamon #FlorianPhilippot #FrançoisAsselineau #france2 #conseildetat http://www.jeanmarcmorandini.com/article-392215-europeennes-les-invitations-forcees-de-benoit-hamon-francois-asselineau-et-florian-philippot-au-debat-de-france-2-annulees-par-le-conseil-d-etat.html …",homme
Tout le monde parle ! Le problème c’est qu’on (ne) trouve plus personne pour écouter ! \nFred Pellerin,homme
"La tête de liste du RN Jordan #Bardella se serait fixé comme objectif pour #LEmissionPolitique d'""énerver Bellamy"". MLP avait fait la même chose lors du débat de l’entre-deux-tours et n’en a tiré aucune conclusion. Le FN ne changera jamais! #AvecBellamy",homme
"Les convocations de @FlyRiderGj et @drouet_eric par la police judiciaire sont dans la continuité de la dérive autoritaire du pouvoir. Toutes les digues démocratiques sautent les unes après les autres, dans l’indifférence quasi-générale ... Notre pays est tombé bien bas #ONU",homme
"Alexis Kohler, secrétaire général de l’Élysée, Patrick Strzoda, chef de cabinet d’Emmanuel Macron, et François Xavier Lauch, directeur de cabinet, sont convoqués au Palais de justice de Paris mercredi 10 avril...  ",homme
"Aux yeux de François Hollande, le risque Marine Le Pen n’est ni un fantasme ni un péril imaginaire. Ce n’est pas un repoussoir artificiel mais une angoissante, une alarmante probabilité ou possibilité. Malheureusement Hollande voit juste et pourrait bien avoir raison. #Libé",homme
"«Ce banquier à l’Élysée et ses ministres nous dirigent droit dans le mur écologique et le gouffre de l’effondrement. C’est notre urgence à tous : nous devons leur retirer le volant des mains, changer de direction, appuyer sur le frein. » @Francois_Ruffin",homme
"Francois Asselineau ""A 12 on arrive déjà pas à s'entendre... Alors à 28"" Tout est dit, le reste n'est que du blabla.\nhttps://youtu.be/Rzs8YdY-j2w \n#LEmissionPolitique #VivelEuropeLibre #Renaissance #Elections2019 #electionseuropeennes #Bellamy #Asselineau #Philippot",homme
"Je suis sous le choc une unanimité sur @LCI pour le film #JVeuxDuSoleil de @Francois_Ruffin .un film formidable,  un héritage de témoignages forts.",homme
Gérard Miller et Éric Naulleau ne tarissent pas d'éloges sur le film de François Ruffin #JVeuxDuSoleil ,homme
"Les Britanniques qui pique-niquent à Londres pendant le #Brexit, vu par François Asselineau. #LEmissionPolitique pic.twitter.com/v9phLh5WvH",homme
Quand françois #Asselineau s'met à parler tout l'monde ferme sa gueule #LEmissionPolitique,homme
Les élèves de la section danse champions \n@acrouendepuis hier ont initié leurs camarades au Cha cha,homme
"Toujours édifiant de voir ce genre de guignol l'ouvrir dans l'hémicycle, en pensant qu'il a une quelconque légitimité. Clown un jour, clown toujours.\n#LaFarceInsoumise #FrançoisRuffin #CetteGrandeGueuleQuIlNeSaitPasFermer #DirectAN",homme
Il n'y aurait pas de honte à partager les idées de l'UPR \n@christine_kelly ! \nMerci en tout cas de respecter le pluralisme et d'avoir fait votre boulot au CSA.\n#SudRadioMatin,homme
"In a crowded field, Mark François is a giant among the man-babies! ",homme
"Alexandre Benalla, Vincent Crase, M’Jid El Guerrab, Mustapha Laabid, Jean-Jacques Bridey, Françoise Nyssen, Alexis Kohler, Muriel Pénicaud, François Bayrou, Marielle de Sarnez, Sylvie Goulard, Thierry Solère, Richard Ferrand ne sont pas inquiets, seront-ils jugés et condamnés? ",homme
- Mgr de Moulins-Beaufort (Reims) : un des rares évêques à avoir rencontré des Gilets Jaunes.\n- Mgr Leborgne (Amiens) : a débattu avec @Francois_Ruffin.\n- Mgr Blanchet (Belfort) : s'est élevé contre une fermeture de l'usine historique Alstom dans son di,homme
"Avec @Mgr_EMB , une nouvelle génération d'évêques à la présidence de la conférence des évêques de France. Un signal fort pour les catholiques et pour la société. Joie & prière pour eux. Qu'ils nous encouragent,laïcs et…",homme
"""C'est pas une poignée d'incultes qui vont me faire partir !"" #TFCLOL",homme
"""6% des Français pensent que le grand débat national est un succès"" Il n'y a rien à ajouter, le grand Débat"" est un échec total pour #Macron et #LaREM",homme
6% des Français pensent que le grand débat national est un succès\n\n#GrandDebatNational #Macron #gouvernement\n\n…,homme
« Je n’aime pas que la majorité vienne soustraire des droits fondamentaux à la minorité. »\n\n— François Cardinal \n\n« Tu préfères que ça soit l’inverse. »\n\n— Isabelle Maréchal \n\nAoutch !,homme
"??????? alors deja jsuis chez credit mutuel, jconnais pas francois et 6000€ et puis quoi encore ",homme
Ils ont pris un coup de jeune Rachida daty et François Hollande!! ,homme
"C’était un honneur de remettre la Légion d’honneur à Francois Labet, pdt de l’interprofession des vins de Bourgogne ! Il est à la fois producteur d’excellence, grand exportateur, passionné par la transmission & engagé pour faire rayonner la France par ses terroirs et ses vins ! ",homme
Un grand merci aux agents de la @SNCF de la #garedelest qui ont su nous répondre avec calme et sympathie dans un moment difficile pour nous mais aussi pour eux ! Courage chers #giletsrouges !,homme
"Jeudi 4 avril 2019\nLe ""printemps pour la paix""dans l'Académie de Reims :\nConférence interactive avec Benoit Falaize, chanson pour la paix tirée de la comédie musicale ""14-18, le chant d'honneur"" et photographie au parc de Champagne devant le Monument aux héros de l'Armée noire.",homme
"Hier j’ai été symboliquement, Monsieur @Francois_Ruffin, sur les Champs Elysées, pour voir votre film documentaire #JVeuxDuSoleil. Outre la dimension humaine et poignante de la réalité qui m’a émue plus d’une fois, il a le mérite de pointer du doigt qu’il est urgent d’agir...",homme
Les collégiens dans la presse pour leur premier voyage en Italie @dsden61,homme
Je me demande si tous les abrutis de @LaREM_AN et leurs trolls @enmarchefr vont demander des comptes à Lemaire sur son temps de travail payé par nos impôts et ses droits d'auteur comme ils l'ont fait pour @Francois_Ruffin et son film #JVeuxDuSoleil ? #LREM,homme
"Je suis heureux de vous annoncer la sortie, demain, de mon essai « Le nouvel empire, l’Europe du 21ème siècle » aux éditions @Gallimard. #LeNouvelEmpire #Europe ",homme
10è rassemblement au rectorat de caen contre la fusion  des académies. Toujours nombreux à s'opposer.,homme
"Bonjour @LeHuffPost .\nPourquoi n'écrivez-vous pas "" Attentat de Nice : François-Xavier Lauch, ancien directeur de cabinet du Préfet des Alpes-Maritimes, entendu par la justice "" ?\nJ'ai besoin de comprendre. \ncc @anne_sinclair",homme
L'étau se resserre autour de #Macron on comprend mieux pourquoi la Présidente #LaREM de la commission d'enquête de l'Assemblée Nationale a tout fait pour étouffer l'affaire #Benalla .,homme
Affaire Benalla : trois proches de Macron convoqués par les juges >> https://bit.ly/2Ujl0GX  ,homme
Quand tu fonces droit vers la L2 mais que tu prends une tortue ailée dans le dernier virage #TFCLOL,homme
"Les propos de @Valrongier28 sont graves. Si l’arbitre #Letexier lui a réellement dit « vous savez bien que les sanctions n’ont pas la même conséquence » pour un pénalty sifflé contre @FCNantes ou @PSG_inside, cela nécessite d’urgentes explications des instances du foot français.",homme
“Nature creates ability; luck provides it with opportunity.“\n- François de la Rochefoucauld,homme
"Sans rire @lemondefr le lien du portrait de François #Asselineau renvoi sur celui de @ManonAubryFr\nEncore un bug, pas de chance.",homme
"""Color Bars"", comme j'ai déjà travaillé en télévision...C'était un ""test pattern"" pour ajuster nos caméras ou le signal ""on air"". Bon ici, une touche artistique en plus ! ",homme
"Pour terminer cette nouvelle de moblisation, nous sommes allés à la rencontre des parents d'élèves d'Etouvie qui font preuve d'une mobilisation exemplaire depuis 3 semaines pour l'avenir de leurs enfants avec le Député @Francois_Ruffin #EducationNationale #EducationEnDanger pic.twitter.com/LaRqHyMyxT",homme
"Felicitations aux 6 nouveaux compagnons de la DR AFC formés à la #PST: Nicolas Bonnet, François Mignot, Olivier Lexcellent, Pascal Roethinger, Christian Millet, François Bryszkowski. La PST, une méthode spécifique d'accompagnement utilisant l'évocation & le questionnement ouvert ",homme
L’ex-mandataire judiciaire Jean-Francois Torelli condamné à trois ans de prison ferme https://bit.ly/2FVpY2S ,homme
"#Apprentissage #CentrePierreCointreau, c’est aussi des parcours remarquables !\nAujourd’hui, découvrez celui de François-Xavier  ! #jaibesoindemacci @cci49",homme
"Les élèves de troisième des collèges du grand clos, du chinchon et du lycée château-blanc en action... @tl_secu_lp_ot @aslog_france @AFT_TL",homme
Avec #orange #SDLR @amb_digit une automatisation et simplification des services et des usages sans oublier les volets sécurité et économie d'énergie. Le digital au service de demain et de l'humain.,homme
"Voici le Top Albums mensuel du mois de mars 2019 ! \n\n? 43 productions françaises sur les 50 meilleures ventes ! \n\n? 10 entrées au Top 50 ce mois-ci : Les Enfoirés, Ninho, Djadja & Dinaz, Landy, Dido, Gauvain Sers, Tom Walker, Frédéric François, Billie Eilish  ",homme
Quand tu sais que tu vas relancer le FC Nantes ce weekend #TFCLOL,homme
"""Le poids des prélèvements obligatoires est plus important que sous François Hollande et la dépense publique en 2018 augmente plus vite que sous François Hollande !"" @ericwoerth @lesRepublicains #DirectAN #NicheLR #PouvoirDachat",homme
Il y a une montée en puissance de la préoccupation écologique chez les citoyens. Résultat : même les partis politiques les plus rétifs sur ce sujet sont obligés de faire croire qu’ils s’en préoccupent un peu.\n\n Retrouvez mon interview avec @Le_Figaro : http://bit.ly/2TQminW ,homme
"J'ai pleuré devant certains témoignages de #GiletsJaunes.\nCourage à eux pour leur quotidien.\nMerci #GiletsJaunes, @Gilles_Perret et @Francois_Ruffin pour ce magnifique film #JVeuxDuSoleil\nA voir absolument pour  comprendre leur combat.",homme
"La visite du pape François au Maroc,   la culture congolaise s'invite... \nPeuple congolais, peuple du monde \n#RDC",homme
Départ ce matin 5 avril de Bangui pour Paoua (nord-ouest #RCA) avec le SG de la CEEAC.,homme
Avec François Sivil pour la sortie du film Mon Inconnue sorti hier au cinéma ,homme
"Une mobilisation des forces de l'ordre et des moyens disproportionnés pour un débat tronqué et inutile auquel les Français ne croient pas. Tout ceci pour gagner du temps, faire croire aux Français qu'on les écoute et essayer d'éviter une lourde défaite aux européennes.",homme
INFO -Le PR est venu en hélico à #Angers fin mars pr le #GrandDébat. Sa voiture blindée a été acheminée en camion. Pr sa sécurité 800 GM et 500 CRS ont été mobilisés en + de la police locale (+ de 1500 FDO).…,homme
"Jour 126... L'amour est une triste histoire, toujours fatale pour quelqu'un.\nFrançois Hertel...\nRechute... Le manque vissé juste un peu plus lointain mais là... Bon jour ici... Passez la journée que vous pouvez... ",homme
"""On était trois à mettre les voiles, quatre avec le hasard: ce bon vieux passager clandestin indésirable.""\nYann Queffelec / Naissance d'un Goncourt.",homme
Ne jamais parler d'un sujet qu'on ne maitrise pas @FdeRugy. 20 000 spectateurs en AVP pour #Jveuxdusoleil c'est un très bon chiffre! Sur le #BoxOffice @Francois_Ruffin est juste inattaquable: 500k pour son 1er film #MerciPatron (un énorme score pour un documentaire social).,homme
"Cher @Francois_Ruffin, si c'est un succès quand votre film fait 20 000 spectateurs, qu'en est-il quand 500 000 citoyens participent à un débat et remettent des contributions ? #GrandDébat #DirectAN ",homme
"Apparemment l'appli de paiement sans contact de ma banque, @LyfPay, est compatible Android 4.4 \nCe serait marrant de voir si je peux payer avec ça... Reste plus qu'à me créer un compte",homme
La deuxième fois ça passe ! Ça aurait été dommage de rater la célébration #PSGFCN,homme
"François Legault : ""Ça fait onze ans que le débat perdure. Il est temps d’y mettre fin. C’est que les Québécois demandent par le mandat qu’ils nous ont donné. S’il le faut, nous procéderons par une mesure de bâillon."" Mon commentaire : ENFIN ! ",homme
"Je sors de la séance ""J'veux du soleil"". Les spectateurs applaudissent très fort @Francois_Ruffin et les #GiletsJaunes, alors qu'ils se moquent lors des interventions des tyrans.",homme
"François St. Fleur ministre de la justice a entamé un procès, contre les personnes suivantes pour détournement des fonds de la République d'Haïti.\n\nA -Jean Claude Duvalier pour $120,574,575 \nB-Michel Bennet pour $94 , 603,083 \nC-Mme François Duvalier pour $2,049,241\n\n ",homme
Quand le premier ministre @JustinTrudeau annonce qu'il sera au Saguenay  demain et que la majorité des réactions sont négatives... #polcan #polqc,homme
"#Brexit : les Anglais revoteront-ils ? Pour François Lenglet, il n'y a ""qu'en France qu'on ne tient pas compte du vote des referendums."" #ZENPP",homme
Le petit hibou buteur ! Autant vous dire que j'ai pas la frappe #PSGFCN,homme
"""Waldemar détruit le foot nantais\nLe Qatar détruit le foot français""\n\nLa banderole du parcage nantais #PSGFCN",homme
"Donc on a préféré pour le “Prix Liberté” une ado de 16 ans, libre comme l’air, à deux prisonniers politiques détenus en Arabie Saoudite et en Chine. Les mots n’ont plus de sens.. poke @dr_l_alexandre",homme
I am very grateful and honoured to have won the Prix Liberté!\nI have decided to donate all the price money €25000 to these 4 organisations dedicated to climate justice: @CARE @adaptationfund @Greenpeace and @350 \n…,homme
#AllumésFAC Jean-François Ménard ...l’objectif est le même malgré le changement de plan. ,homme
"Chaudières à 1€, crédits d'impôt pour travaux de rénovation, prime à la conversion des voitures, aides à l'achat de véhicules électriques ou hybrides, ... L'accompagnement social de la #TransitionEcologique, certains en parlent, nous agissons !",homme
"Vue panoramique de #Lyon en 1869 par Jean-François Armbruster\nCollage de 16 photographies, procédé collodion humide\n@ArchivesdeLyon #histoire\nPoint de vue: 11 place Croix-Pâquet, première photo face au nord \nhttps://goo.gl/maps/2c3y4AiECTA2 …\nSource des étiquettes : https://gallica.bnf.fr/ark:/12148/btv1b84453490 …",homme
"Le vélo, c'est juste pour les loisirs ; Un bon vélo, ça coûte cher ; Le vélo, ça ne pas assez vite... 3 idées reçues auxquelles la Ville de #Rennes apporte un démenti, preuves à l'appui. Pour aller plus loin, rendez-vous le 18 mai, mail François-Mitterand, pour Faite du #vélo !",homme
"Maintenant, que faire ? me demande-t-on ? L’Elysée nous donne la réponse ! Dans Le Parisien, un conseiller angoisse : « Ce printemps, on va pas s'en sortir, ils vont refaire des barbecues sur les ronds-points. » Vive la merguez (au soja) révolutionnaire !",homme
Nouvelle interface avec onglets disponible pour @libreoffice (dans Affichage>Interface utilisateur). C'est plutôt réussi ! Et probablement plus séduisant pour les habitués de Word. pic.twitter.com/eXPWZED5HU,homme
"Il y a les « intellectuels » qui se précipitent à l’Elysée pour répondre à l’invitation de Jupiter, et puis il y a ceux qui font vraiment leur « job » : réfléchir, étudier, penser, analyser ... Merci Emmanuel Todd et Marcel Gauchet.",homme
"Notre dernière conférence avec Emmanuel Todd et Marcel Gauchet.\nMacron, macronisme, Union européenne, euro, médias... tout ce système est mis à nu.…",homme
"#CNews organise un débat un jour où @JLMelenchon, @ManonAubryFR et @Francois_Ruffin sont en meeting à Amiens. Plutôt que de reporter ou d'inviter un.e représentant.e de @FranceInsoumise, CNews communique sur ce débat sans nous inviter ! \n\n#SerieusementCNews ? pic.twitter.com/7bnyJrJvNa",homme
"Par la prière, nous apprenons à renoncer à l'idolâtrie et à l'autosuffisance de notre ego, et à nous reconnaitre besogneux du Seigneur et de sa miséricorde. #Quaresima",homme
Honteux qu'un journaliste soit suffisamment haineux et stupide pour espérer interdire de diffusion ce film à cet endroit et en ce lieu sous prétexte de dégâts pour lesquels @Francois_Ruffin ne porte aucune responsabilité.,homme
Honteux que @Francois_Ruffin ait organisé la projection de son film de propagande à deux pas des #champsélysées meurtris chaque samedi. Et plus lamentable encore que le cinéma #Lincoln lui ait ouvert ses portes au mépris de toute solidarité avec les commerçants.,homme
"Eh ben, la langue et rapeuse ce matin, quel aigreur, quel jalousie. Mais faites un film a la gloire du Ceausescu Francais, expliquer nous la difficulté d’être banquier d'affaires et de passer sa vie a faire des diners parisiens dans cette guerre terrible de l'entre soit.",homme
"Pour mettre fin à tout fâcheux débat sur les #giletsjaunes : répondez  #Jveuxdusoleil ! Une réponse efficace, apaisante, humaine, pleine d’espoir. Et une envie de résister et de lutter + que jamais !  @Francois_Ruffin @Gilles_Perret MERCI ",homme
"Le film de #ruffin vient de sortir avec un bon résumé de @lemondefr :\nEn dépit de témoignages forts, le film de François Ruffin et Gilles Perret laisse perplexe sur le traitement simpliste, voire populiste, des images.\nTout est dit ! ",homme
" 40 ans de promesses d'Europe sociale ...\n\n Seul François #Asselineau vous explique depuis 12 ans qu'une ""AUTRE EUROPE "" est impossible !\n\n #frexit  #UPR \n\n#Europeennes2019 #GiletsJaunes #Electionseuropeennes #acte21\n#LEmissionPolitique #Macron\n#EnsemblePourLeFrexit",homme
"PRÉCIS DE ZÉROZOÏSME \nArt et philo. 4 tomes, 8e éd. \n\n#art #artiste #artcontemporain #musée #histoireDeLart #culture #livre #roman #actualité\n\nTOME 1-2-3-4 sur KINDLE et KOBO :\n\nhttps://www.amazon.fr/FRAN%C3%87OIS-PIERRE-BLEAU-dit-Z%C3%89RO-ZOO/e/B06XJPDYZ9/ref=ntt_dp_epwbk_0 …\n\nhttps://www.kobo.com/fr/fr/search?query=fran%C3%A7ois+pierre+bleau+%28dit+z%C3%A9ro+zoo%29 …\n\nLE SITE …https://precis-de-zerozoisme-de-zero-zoo.blogspot.ca/ ",homme
"François #Hollande répond aux critiques : ""Moi au moins j'ai eu la sagesse de me retirer à temps""\n#Macron #MacronDemission",homme
"Pour soutenir la négociation immobilière une section spécifique de l’INDI animera le réseau immobilier.notaires, marque du CSN. Ts les groupements de négo et les notaires peuvent y adhérer. Négocier ensemble dans la clarté et avec un groupement opérationnel est plus efficace",homme
"Au Lincoln, sur les Champs-Elysées hier soir, Emmanuel Macron a enfin pu voir #Jveuxdusoleil ! En salle aujourd'hui !",homme
Alba #Ventura sur #RTL livre ses 4 vérités sur François #Hollande avec quelques petits rappels particulièrement piquants sur sa contribution personnelle à l'émergence de la crise des #GiletsJaunes\nUn ex-Président décidément totalement hors-jeu !,homme
"Est ce que ,quand on est pas du même avis que vous ,on a Le droit de respirer , De parler ,De s'exprimer ,De vivre quoi ? Parce que la ,vous commencer à nous gonfler sérieusement ! Si ça ne vous plaît pas ,vivez dans un pays totalitaire ,Mais vous n'imposerez pas ça en France !",homme
Petit déjeuner de l’institut national de l’économie circulaire (@Eco_Circulaire) : François-Michel Lambert introduit la réunion en rappelant les étapes réglementaires du développement de l’ #EconomieCirculaire en France,homme
"Elle préfère pleurer à la ""démocratie en danger"" plutôt que de reconnaitre des erreurs de gestion. Comment s'étonner d'un refus de prêt des banques?...",homme
"Saint François de Sales - (1567-1622)\n""Une grande misère parmi les hommes, c'est qu'ils savent si bien ce qui leur est dû et qu'ils sentent si peu ce qu'ils doivent aux autres""\n\nLe prêteur et sa femme (1514) Quentin Massys ",homme
"#CertifiéBeaufDeFrance: Demago, Jaloux, Névrosé, Psychotique, Pathétique, Inculte, Vaniteux, Manipulateur, Tricheur, Haineux, Retors, Violent, Pleutre, Opportuniste ...@Francois_Ruffin le Givré Jaune de service à @FranceInsoumise .",homme
«J'veux du soleil» : truffé de fake news et dégoulinant d'émotions démagogiques https://limportant.fr/infos-culture/6/471678 … @atlantico_fr ,homme
Toi tu coûtes rien à l’assemblée hein? Mais t’es payé par l’assemblée pour faire des films payants ou du travail à domicile depuis ta cuisine! journalistes de Fakir embauchés comme assistants parlementaires ne coûtent rien non plus hein? Tu prends pas les gens pour des cons????,homme
"Je viens de découvrir que @Francois_Ruffin a comme #AssistanteParlementaire Silva Johanna, par ailleurs journaliste chez #Fakir et gérante « bénévole » de sa société de production de film ??? Et on vient gueuler pour #SibethNdiaye ? #foutagedegueule #Jveuxdusoleil",homme
"Si @EmmanuelMacron voit #JVeuxDuSoleil de @Gilles_Perret et @Francois_Ruffin , il devrait comprendre une chose évidente.\nCes gens ne lâcheront rien. Plus rien à perdre sauf leur dignité retrouvée dans la lutte. Aucune chance qu'ils se couchent.",homme
"François-Louis Schmied, illustration pour une édition de ""Faust"" de Johann Wolfgang von #Goethe, selon la traduction de Gérard de Nerval, 1938.",homme
"Ruffin n'a pas le droit de parler de son film à l'Assemblée. Alors en souvenir du bon vieux temps où il lui mettait des amendes pour port de maillot, c'est @FdeRugy qui l'a fait.\nMerci François, t'es un frère!\n#JVeuxDuSoleil dans les salles demain 3 avril!",homme
"Cher @Francois_Ruffin, si c'est un succès quand votre film fait 20 000 spectateurs, qu'en est-il quand 500 000 citoyens participent à un débat et remettent des contributions ? #GrandDébat #DirectAN ",homme
"Combien d'entrées pour le film de Rugy, dont il n'existe que cette image ?",homme
Le film n'est pas encore sorti gignolo. Par contre je suis curieux de voir ce qui va sortir du grand blabla,homme
"Le Livre d'Heures de Claude de France ou Livre d'Heures de la Reine Claude (1499-1525), fille de Louis XII et d'Anne d'Autriche, et épouse du Roi François Ier, fut exécuté entre 1515 et 1517. ",homme
"20 000 entrées payantes : jamais personne n’a payé pour voir François De Rugy, même s’il nous coûte 9940 euros (bruts). #Jveuxdusoleil",homme
"Cher @Francois_Ruffin, si c'est un succès quand votre film fait 20 000 spectateurs, qu'en est-il quand 500 000 citoyens participent à un débat et remettent des contributions ? #GrandDébat #DirectAN ",homme
"Cher @FdeRugy , si c'est un succès quand votre débat fait 500 000 participations, qu'en est-il quand 2 000 000 de citoyens signent une pétition pour accuser l’Etat d’inaction climatique ? #laffairedusiecle #ClimateActionNow",homme
"Je vous invite à visionner massivement #JVeuxDuSoleil le film de @Francois_Ruffin sur les #GiletsJaunes & se payer la tronche de @FdeRugy\nAllez on se lance le défi de dépasser les 1 Million de spéctateurs, faites circuler ! \n@Gilles_Perret",homme
"Il est marrant lui, il parle d'un film qui sort... demain ! ",homme
Un peu plus de 8 catholiques sur 10 pensent que le mariage des prêtres serait un moyen efficace contre de nouvelles affaires de pédophilie et d’agressions sexuelles.\nMais ce n’est pas du tout l’avis du Pape François \n \nDécryptage par @salhiabrakhlia dans #Quotidien  pic.twitter.com/J87k2Fy4HT,homme
The nominees for the best African footballer in @Ligue1_ENG for 2019:\n\n @LeboMothiba96 \n Bertrand Traore \n Nicolas Pepe\n Yunis Abdelhamid\n Youcef Atal\n Stéphane Bahoken\n Denis Bouanga\n Max-Alain Gradel\n François Kamano \n Wahbi Khazri\n Ismaïla Sarr ,homme
"Honte, honte à LUI ... HONTE !!!\nSon comportement est indigne d'un Président, indigne des millions de français qui lui ont fait confiance, indigne des valeurs qui l'ont porté au pouvoir! \n#FrançoisFermeLa !!!",homme
"Cher @Francois_Ruffin, si c'est un succès quand votre film fait 20 000 spectateurs, qu'en est-il quand 500 000 citoyens participent à un débat et remettent des contributions ? #GrandDébat #DirectAN ",homme
"""Ces ministres assis ici, ce banquier à l’Elysée, nous dirigent droit dans le mur écologique. Droit dans le gouffre de l’effondrement. Nous devons leur retirer le volant des mains ! Nous devons appuyer sur le frein !"", en appelle @Francois_Ruffin.\n#DirectAN #GrandDebat",homme
"""J'ai du mal à penser que le #Brexit va être défavorable au Royaume-Uni économiquement."" François Lenglet.\nC'est bien pour cette raison que l'#UE tente depuis 3 ans de saboter au maximum la sortie du Royaume-Uni : Bruxelles ne veut pas que les anglais s'en tirent à si bon compte!",homme
À l'occasion de la sortie de leur film #JVeuxDuSoleil @Gilles_Perret et @Francois_Ruffin nous racontent leurs rencontres avec les #GiletsJaunes,homme
"Coupe Loubatière\nIls l'ont fait !\nBravo à Arman, Jean-Bernard, Patrice et François le valeureux capitaine !\nOn vise le titre ?\n@villedetours @ffechecs",homme
"Si tu es jeune en âge, mais si tu te sens faible, fatigué ou désabusé, demande à Jésus de te renouveler. Avec lui, l’espérance ne manque pas. #ChristusVivit http://w2.vatican.va/content/francesco/fr/apost_exhortations/documents/papa-francesco_esortazione-ap_20190325_christus-vivit.html …",homme
"#JVeuxDuSoleil Avec @Francois_Ruffin mon voisin, le 26 avril à 18 h on file à la gare du ch’Tréport pour un grand rassemblement festif puis au cinéma à 20 h pour voir ce film magnifique d’humanité, outil à faire tomber les préjugés sur la France des ronds-points.",homme
"Après un mois de tournée avec Gilles, 80 projections, 25000 entrées, #jveuxdusoleil sort enfin, demain, dans plus de 140 salles du pays ! En espérant qu'à travers les rires, les larmes, on vous donne de l'énergie et l'envie, tous ensemble, de se bouger ! https://www.google.com/maps/d/u/0/viewer?mid=1GmUh1ayKpEq7oBsxFZFGK1aAXZD-FIt4&ll=46.78466610878606%2C2.5194986675488735&z=5 …",homme
" FLASH \nYannick Letranchant, directeur de l'information de @Francetele, vient de m’appeler personnellement par téléphone pour m’inviter officiellement au grand débat avec les têtes de liste aux élections européennes le 4 avril 2019 au soir sur @France2tv !",homme
"""@fxbellamy fait, pour l'heure, un sans faute dans sa campagne pour les européennes. Le candidat LR réconcilie la droite avec les intellectuels"" @Challenges \n#AvecBellamy",homme
"PRÉCIS DE ZÉROZOÏSME \nArt et philo. 4 tomes, 8e éd. \n\n#art #artiste #artcontemporain #musée #histoireDeLart #culture #livre #roman #actualité\n\nTOME 1-2-3-4 sur KINDLE et KOBO :\n\nhttps://www.amazon.fr/FRAN%C3%87OIS-PIERRE-BLEAU-dit-Z%C3%89RO-ZOO/e/B06XJPDYZ9/ref=ntt_dp_epwbk_0 …\n\nhttps://www.kobo.com/fr/fr/search?query=fran%C3%A7ois+pierre+bleau+%28dit+z%C3%A9ro+zoo%29 …\n\nLE SITE …https://precis-de-zerozoisme-de-zero-zoo.blogspot.ca/ ",homme
Le 1er des 10 grands meetings de campagne des #Européennes2019 de la liste « Ensemble pour le Frexit » de l'@UPR_Officiel aura lieu à #Strasbourg le vendredi 5 avril à 19h30 ! Venez nombreux !\n#Frexit #EnsemblePourLeFrexit #UPR,homme
"François Villeroy de Galhau, gouverneur de la @banquedefrance ...\n« L'€uro a contribué à protéger le pouvoir d'achat des Français » \n\n Et pour vous, l'€uro vous a-t-il protégé ?\n\n#Sondage  Votez  RT",homme
 Suivez la campagne des Européennes avec François-Xavier Bellamy sur Twitter :\nAbonnez-vous aux comptes :\n? @FxBellamy : https://twitter.com/fxbellamy \n? @AvecBellamy : https://twitter.com/AvecBellamy ,homme
Fasciné par la couverture du dernier bouquin de François Lenglet dont la couverture laisse envisager une piste d'analyse politique via la numérologie. ,homme
"Quand tu sèmes des petits pois dans l'Aisne, tu deviens automatiquement éleveur de #sanglier\n#degatsdesanglierdujour",homme
